Income;Limit;Rating;Cards;Age;Education;Gender;Student;Married;Ethnicity;Balance
14.09;4323;326;5;25;16;Female;No;Yes;African American;671
36142;1852;183;3;33;13;Female;No;No;African American;0
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
10363;2430;191;2;47;18;Female;No;Yes;Asian;0
63809;7530;515;1;56;12; Male;No;Yes;Caucasian;1086
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
14891;3606;283;2;34;11; Male;No;Yes;Caucasian;333
104483;7140;507;2;41;14; Male;No;Yes;African American;583
43.54;2906;232;4;69;11; Male;No;No;Caucasian;0
27349;2000;169;4;51;16;Female;No;Yes;African American;0
91876;6754;483;2;33;10; Male;No;Yes;Caucasian;605
32793;4534;333;2;44;16; Male;No;No;African American;467
42357;5550;406;2;83;12;Female;No;Yes;Asian;653
14595;2955;260;5;37;9; Male;No;Yes;African American;204
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
12068;3873;292;1;44;18;Female;No;Yes;Asian;413
14595;2955;260;5;37;9; Male;No;Yes;African American;204
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
93039;7398;517;1;67;12; Male;No;Yes;African American;749
39422;5245;383;2;44;19; Male;No;No;African American;637
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
45.12;3762;287;3;80;8; Male;No;Yes;Caucasian;70
40442;4828;369;5;81;8;Female;No;No;African American;510
13676;2330;203;5;80;16;Female;No;No;African American;0
30.42;4442;316;1;30;14;Female;No;No;African American;450
10742;1757;156;3;57;15;Female;No;No;Caucasian;0
14132;2998;251;4;75;17; Male;No;No;Caucasian;133
13444;886;121;5;44;10; Male;No;Yes;Asian;0
101788;8029;574;2;84;11; Male;No;Yes;Caucasian;849
19529;4673;341;2;51;14; Male;No;No;Asian;642
48498;6040;456;3;47;16; Male;No;Yes;Caucasian;812
36472;3806;309;2;52;13; Male;No;No;African American;188
34772;2021;167;3;57;9; Male;No;No;Asian;0
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
20974;5673;413;5;44;16;Female;No;Yes;Caucasian;1000
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
42079;6626;479;2;44;9; Male;No;No;Asian;1048
19636;4896;387;3;64;10;Female;No;No;African American;710
22574;1551;134;3;43;13;Female;Yes;Yes;Caucasian;98
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
39.11;3189;263;3;72;12; Male;No;No;Asian;0
10403;4159;310;3;43;7; Male;No;Yes;Asian;571
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
30682;1671;160;2;77;7;Female;No;No;Caucasian;0
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
14891;3606;283;2;34;11; Male;No;Yes;Caucasian;333
25974;2308;196;2;24;10; Male;No;No;Asian;0
41419;2120;184;4;24;11;Female;Yes;No;Caucasian;156
30.55;5869;439;5;81;9;Female;No;No;African American;967
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
48577;5145;389;3;71;13;Female;No;Yes;Asian;503
53401;5319;377;3;35;12;Female;No;No;African American;541
36496;4378;339;3;69;15;Female;No;Yes;Asian;368
25988;1349;142;4;82;12; Male;No;No;Caucasian;0
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
44978;4866;347;1;30;10;Female;No;No;Caucasian;436
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
68713;7582;531;2;56;16; Male;Yes;No;Caucasian;1587
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
22939;4923;355;1;47;18;Female;No;Yes;Asian;663
32856;5884;438;4;68;13; Male;No;No;Caucasian;926
34772;2021;167;3;57;9; Male;No;No;Asian;0
25124;4776;378;4;29;12; Male;No;Yes;Caucasian;657
23989;4523;338;4;31;15; Male;No;No;Caucasian;601
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
26532;2910;236;6;58;19;Female;No;Yes;Caucasian;52
14084;855;120;5;46;17;Female;No;Yes;African American;0
186634;13414;949;2;41;14;Female;No;Yes;African American;1809
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
23793;3615;263;2;70;14; Male;No;No;African American;216
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
17316;1335;138;2;65;13; Male;No;No;African American;0
52179;7306;522;2;57;14; Male;No;No;Asian;1142
10627;1647;149;2;71;10;Female;Yes;Yes;Asian;195
45.12;3762;287;3;80;8; Male;No;Yes;Caucasian;70
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
107841;10384;728;3;87;7; Male;No;No;African American;1597
21038;1448;145;2;58;13;Female;No;Yes;Caucasian;0
20791;2672;204;1;70;18;Female;No;No;African American;0
32856;5884;438;4;68;13; Male;No;No;Caucasian;926
30007;6481;462;2;69;9;Female;No;Yes;Caucasian;1093
163329;8732;636;3;50;14; Male;No;Yes;Caucasian;529
27.47;2820;219;1;32;11;Female;No;Yes;Asian;0
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
104483;7140;507;2;41;14; Male;No;Yes;African American;583
49927;6396;485;3;75;17;Female;No;Yes;Caucasian;890
26067;3388;266;4;74;17;Female;No;Yes;African American;155
29725;3536;270;2;52;15;Female;No;No;African American;133
15333;1499;138;2;47;9;Female;No;Yes;Asian;0
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
33694;4891;369;1;52;16; Male;Yes;No;African American;1036
20088;1870;180;3;76;16; Male;No;No;African American;0
24088;3665;287;4;56;13;Female;No;Yes;Caucasian;309
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
21551;5380;420;5;51;18; Male;No;Yes;Asian;907
41025;4229;337;3;79;19;Female;No;Yes;Caucasian;246
37348;6378;458;1;72;17;Female;No;No;Caucasian;968
17316;1335;138;2;65;13; Male;No;No;African American;0
80.18;8047;569;4;77;10; Male;No;No;Caucasian;1151
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
55367;6340;448;1;33;15; Male;No;Yes;Caucasian;815
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
15079;5673;411;4;28;15;Female;No;Yes;Asian;1075
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
55187;5352;385;4;50;17;Female;No;Yes;Caucasian;538
52179;7306;522;2;57;14; Male;No;No;Asian;1142
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
17316;1335;138;2;65;13; Male;No;No;African American;0
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
23989;4523;338;4;31;15; Male;No;No;Caucasian;601
69251;6386;474;4;30;12;Female;No;Yes;Asian;768
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
35864;4831;353;3;66;13;Female;No;Yes;Caucasian;534
17055;5110;371;3;55;15;Female;No;Yes;Caucasian;805
15333;1499;138;2;47;9;Female;No;Yes;Asian;0
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
15476;2762;215;3;60;18; Male;No;No;Asian;52
16711;5274;387;3;42;16;Female;No;Yes;Asian;863
20974;5673;413;5;44;16;Female;No;Yes;Caucasian;1000
58026;7499;560;5;67;11;Female;No;No;Caucasian;1237
151947;9156;642;2;91;11;Female;No;Yes;African American;732
24889;3954;318;4;75;12; Male;No;Yes;Caucasian;357
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
57202;3411;259;3;72;11;Female;No;No;Caucasian;0
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
15079;5673;411;4;28;15;Female;No;Yes;Asian;1075
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
71061;6819;491;3;41;19;Female;Yes;Yes;African American;1350
106025;6645;483;3;82;15;Female;Yes;Yes;Asian;903
83869;7667;554;2;83;11; Male;No;No;African American;930
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
163329;8732;636;3;50;14; Male;No;Yes;Caucasian;529
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
41868;4716;342;2;47;18; Male;No;No;Caucasian;425
29725;3536;270;2;52;15;Female;No;No;African American;133
11741;2271;182;4;59;12;Female;No;No;Asian;0
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
27794;3807;301;4;35;8;Female;No;Yes;African American;320
14084;855;120;5;46;17;Female;No;Yes;African American;0
28575;2959;231;2;60;11;Female;No;No;African American;0
121834;10673;750;3;54;16; Male;No;No;African American;1573
16529;1357;126;3;62;9; Male;No;No;Asian;0
44473;3500;257;3;81;16;Female;No;No;African American;8
92112;4612;344;3;32;17; Male;No;No;Caucasian;0
68713;7582;531;2;56;16; Male;Yes;No;Caucasian;1587
32793;4534;333;2;44;16; Male;No;No;African American;467
29403;2327;178;1;37;14;Female;No;Yes;Caucasian;0
33214;5137;387;3;59;9; Male;No;No;African American;661
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
44061;4970;352;1;79;11; Male;No;Yes;African American;414
34.95;3327;253;3;54;14;Female;No;No;African American;50
14956;4640;332;2;33;6; Male;No;No;Asian;681
182728;13913;982;4;98;17; Male;No;Yes;Caucasian;1999
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
30406;2120;181;2;79;14; Male;No;Yes;African American;0
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
16479;5435;388;2;26;16; Male;No;No;African American;937
36295;2963;241;2;68;14;Female;Yes;No;African American;375
63931;5728;435;3;28;14;Female;No;Yes;African American;581
30406;2120;181;2;79;14; Male;No;Yes;African American;0
15602;906;103;2;36;11; Male;No;Yes;African American;0
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
10793;3878;321;8;29;13; Male;No;No;Caucasian;638
30132;2168;206;3;52;17; Male;No;No;Caucasian;0
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
149316;10278;707;1;80;16; Male;No;No;African American;1107
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
51872;5294;390;4;81;17;Female;No;No;Caucasian;531
148924;9504;681;3;36;11;Female;No;No;Asian;964
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
27847;5619;418;2;78;15;Female;No;Yes;Caucasian;822
54663;4116;314;2;70;8;Female;No;No;African American;75
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
15354;2101;171;2;65;14; Male;No;No;Asian;0
25124;4776;378;4;29;12; Male;No;Yes;Caucasian;657
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
121834;10673;750;3;54;16; Male;No;No;African American;1573
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
148924;9504;681;3;36;11;Female;No;No;Asian;964
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
15602;906;103;2;36;11; Male;No;Yes;African American;0
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
104593;7075;514;4;71;11; Male;No;No;Asian;580
16103;5390;418;4;45;10;Female;No;Yes;Caucasian;945
44978;4866;347;1;30;10;Female;No;No;Caucasian;436
16711;5274;387;3;42;16;Female;No;Yes;Asian;863
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
39116;2150;173;4;75;15; Male;No;No;Caucasian;0
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
17055;5110;371;3;55;15;Female;No;Yes;Caucasian;805
68206;6784;499;5;40;16;Female;Yes;No;African American;1411
80.18;8047;569;4;77;10; Male;No;No;Caucasian;1151
23283;5443;407;4;49;13; Male;No;Yes;African American;912
10503;2923;232;3;25;18;Female;No;Yes;African American;191
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
43.54;2906;232;4;69;11; Male;No;No;Caucasian;0
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
41.4;2561;215;2;36;14; Male;No;Yes;Caucasian;0
14.09;4323;326;5;25;16;Female;No;Yes;African American;671
55367;6340;448;1;33;15; Male;No;Yes;Caucasian;815
27349;2000;169;4;51;16;Female;No;Yes;African American;0
15333;1499;138;2;47;9;Female;No;Yes;Asian;0
103893;7416;549;3;84;17; Male;No;No;Asian;669
27229;3484;282;6;51;11; Male;No;No;Caucasian;265
28144;1567;142;3;51;10; Male;No;Yes;Caucasian;0
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
30111;4336;339;1;81;18; Male;No;Yes;Caucasian;347
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
19253;3683;287;4;57;10; Male;No;No;African American;371
80616;5308;394;1;57;7;Female;No;Yes;Asian;204
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
18967;1626;156;2;41;11;Female;No;Yes;Asian;0
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
34142;5666;413;4;47;5;Female;No;Yes;Caucasian;863
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
59.53;7518;543;3;52;9;Female;No;No;African American;1176
29725;3536;270;2;52;15;Female;No;No;African American;133
34509;2001;189;5;80;18;Female;No;Yes;African American;0
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
43682;6922;511;1;49;9; Male;No;Yes;Caucasian;1081
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
12031;3182;259;2;58;18;Female;No;Yes;Caucasian;210
51345;4327;320;3;46;15; Male;No;No;African American;230
10503;2923;232;3;25;18;Female;No;Yes;African American;191
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
51872;5294;390;4;81;17;Female;No;No;Caucasian;531
39145;4351;323;2;66;13; Male;No;Yes;Caucasian;308
49927;6396;485;3;75;17;Female;No;Yes;Caucasian;890
18967;1626;156;2;41;11;Female;No;Yes;Asian;0
35864;4831;353;3;66;13;Female;No;Yes;Caucasian;534
83869;7667;554;2;83;11; Male;No;No;African American;930
58351;4411;326;2;85;16;Female;No;Yes;Caucasian;126
27229;3484;282;6;51;11; Male;No;No;Caucasian;265
128.04;6982;518;2;78;11;Female;No;Yes;Caucasian;250
16103;5390;418;4;45;10;Female;No;Yes;Caucasian;945
35691;2880;214;2;35;15; Male;No;No;African American;0
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
21153;3736;256;1;41;11; Male;No;No;Caucasian;298
134181;7838;563;2;48;13;Female;No;No;Caucasian;526
77.38;7569;564;3;50;12;Female;No;Yes;Caucasian;997
28474;3202;267;5;66;12; Male;No;Yes;Caucasian;132
23365;2179;167;2;75;15; Male;No;No;Asian;0
55882;4897;357;2;68;16; Male;No;Yes;Caucasian;331
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
12096;4100;307;3;32;13; Male;No;Yes;Caucasian;560
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
71408;7114;512;2;87;9; Male;No;No;Asian;872
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
10852;3907;296;2;30;9; Male;No;No;Caucasian;485
19588;3211;265;4;59;14;Female;No;No;Asian;199
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
20974;5673;413;5;44;16;Female;No;Yes;Caucasian;1000
75257;7010;494;3;34;18;Female;No;Yes;Caucasian;885
93039;7398;517;1;67;12; Male;No;Yes;African American;749
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
29403;2327;178;1;37;14;Female;No;Yes;Caucasian;0
34142;5666;413;4;47;5;Female;No;Yes;Caucasian;863
44522;2252;205;6;72;15; Male;No;Yes;Asian;0
93039;7398;517;1;67;12; Male;No;Yes;African American;749
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
68713;7582;531;2;56;16; Male;Yes;No;Caucasian;1587
20103;2631;213;3;61;10; Male;No;Yes;African American;0
27825;5227;386;6;63;11; Male;No;Yes;Caucasian;823
25383;4527;367;4;46;11; Male;No;Yes;Caucasian;570
23283;5443;407;4;49;13; Male;No;Yes;African American;912
22561;1787;147;4;66;15;Female;No;No;Caucasian;0
39422;5245;383;2;44;19; Male;No;No;African American;637
110968;6662;468;3;45;11;Female;No;Yes;Caucasian;391
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
17.7;2860;235;4;63;16;Female;No;No;Asian;89
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
20405;4543;329;2;72;17; Male;Yes;No;Asian;1054
14292;3274;282;9;64;9; Male;No;Yes;Caucasian;382
37728;2525;192;1;44;13; Male;No;Yes;Caucasian;0
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
23989;4523;338;4;31;15; Male;No;No;Caucasian;601
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
16479;5435;388;2;26;16; Male;No;No;African American;937
65896;5140;370;1;49;17;Female;No;Yes;Caucasian;293
48577;5145;389;3;71;13;Female;No;Yes;Asian;503
58351;4411;326;2;85;16;Female;No;Yes;Caucasian;126
42471;3625;289;6;44;12;Female;Yes;No;Caucasian;654
16482;3326;268;4;41;15; Male;No;No;Caucasian;271
63809;7530;515;1;56;12; Male;No;Yes;Caucasian;1086
37348;6378;458;1;72;17;Female;No;No;Caucasian;968
16819;1337;115;2;74;15; Male;No;Yes;Asian;0
89;5759;440;3;37;6;Female;No;No;Caucasian;345
26.4;5640;398;3;58;15;Female;No;No;Asian;905
21153;3736;256;1;41;11; Male;No;No;Caucasian;298
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
20089;2525;200;3;57;15;Female;No;Yes;African American;0
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
16304;5466;413;4;66;10; Male;No;Yes;Asian;957
46102;5180;382;3;81;12; Male;No;Yes;African American;516
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
14595;2955;260;5;37;9; Male;No;Yes;African American;204
10852;3907;296;2;30;9; Male;No;No;Caucasian;485
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
36472;3806;309;2;52;13; Male;No;No;African American;188
54319;3063;248;3;59;8;Female;Yes;No;Caucasian;269
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
20996;3388;259;2;37;12;Female;No;No;African American;203
10503;2923;232;3;25;18;Female;No;Yes;African American;191
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
21011;3402;261;2;68;17; Male;No;Yes;African American;182
148924;9504;681;3;36;11;Female;No;No;Asian;964
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
22379;3965;292;2;34;14;Female;No;Yes;Asian;384
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
53598;3714;286;3;73;17;Female;No;Yes;African American;0
12414;855;119;3;32;12; Male;No;Yes;African American;0
31811;4284;338;5;75;13;Female;No;Yes;Caucasian;429
55882;4897;357;2;68;16; Male;No;Yes;Caucasian;331
34909;5289;410;2;62;16;Female;No;Yes;Caucasian;681
39705;3969;301;2;27;20; Male;No;Yes;African American;211
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
58351;4411;326;2;85;16;Female;No;Yes;Caucasian;126
41025;4229;337;3;79;19;Female;No;Yes;Caucasian;246
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
10852;3907;296;2;30;9; Male;No;No;Caucasian;485
51532;5096;380;2;31;15; Male;No;Yes;Caucasian;481
42471;3625;289;6;44;12;Female;Yes;No;Caucasian;654
20088;1870;180;3;76;16; Male;No;No;African American;0
18701;5524;415;5;64;7;Female;No;No;Asian;966
34772;2021;167;3;57;9; Male;No;No;Asian;0
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
12238;4865;381;5;67;11;Female;No;No;Caucasian;836
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
56256;5521;406;2;72;16;Female;Yes;Yes;Caucasian;1020
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
27349;2000;169;4;51;16;Female;No;Yes;African American;0
16751;4706;353;6;48;14; Male;Yes;No;Asian;1255
27952;3557;263;1;35;13;Female;No;Yes;Asian;163
34909;5289;410;2;62;16;Female;No;Yes;Caucasian;681
140672;11200;817;7;46;9; Male;No;Yes;African American;1677
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
12414;855;119;3;32;12; Male;No;Yes;African American;0
49166;6662;508;3;68;14;Female;No;No;Asian;984
54663;4116;314;2;70;8;Female;No;No;African American;75
17316;1335;138;2;65;13; Male;No;No;African American;0
27794;3807;301;4;35;8;Female;No;Yes;African American;320
13364;3838;296;5;65;17; Male;No;No;African American;480
40442;4828;369;5;81;8;Female;No;No;African American;510
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
89;5759;440;3;37;6;Female;No;No;Caucasian;345
35.51;5198;364;2;35;20;Female;No;No;Asian;631
35.51;5198;364;2;35;20;Female;No;No;Asian;631
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
10742;1757;156;3;57;15;Female;No;No;Caucasian;0
151947;9156;642;2;91;11;Female;No;Yes;African American;732
10588;4049;296;1;66;13;Female;No;Yes;Caucasian;465
22574;1551;134;3;43;13;Female;Yes;Yes;Caucasian;98
13647;3461;264;4;47;14; Male;No;Yes;Caucasian;344
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
12238;4865;381;5;67;11;Female;No;No;Caucasian;836
30007;6481;462;2;69;9;Female;No;Yes;Caucasian;1093
45.12;3762;287;3;80;8; Male;No;Yes;Caucasian;70
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
16479;5435;388;2;26;16; Male;No;No;African American;937
35691;2880;214;2;35;15; Male;No;No;African American;0
12068;3873;292;1;44;18;Female;No;Yes;Asian;413
180682;11966;832;2;58;8;Female;No;Yes;African American;1405
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
15.56;4307;352;4;57;8; Male;No;Yes;African American;579
26162;5101;382;3;62;19;Female;No;No;African American;710
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
15866;3085;217;1;39;13; Male;No;No;Caucasian;136
29725;3536;270;2;52;15;Female;No;No;African American;133
27999;5107;380;1;55;10; Male;No;Yes;Caucasian;651
48218;5199;401;7;39;10; Male;No;Yes;Asian;633
94193;7576;527;2;44;16;Female;No;Yes;Caucasian;846
44646;4431;320;2;49;15; Male;Yes;Yes;Caucasian;797
14292;3274;282;9;64;9; Male;No;Yes;Caucasian;382
